year,inflation,Trade_to_GDP,population,iso3c
1964,,,5710,TCA
1965,,,5672,TCA
1966,,,5629,TCA
1967,,,5590,TCA
1968,,,5559,TCA
1969,,,5571,TCA
1970,,,5633,TCA
1971,,,5756,TCA
1972,,,5922,TCA
1973,,,6126,TCA
1974,,,6346,TCA
1975,,,6548,TCA
1976,,,6723,TCA
1977,,,6886,TCA
1978,,,7053,TCA
1979,,,7264,TCA
1980,,,7519,TCA
1981,,,7858,TCA
1982,,,8244,TCA
1983,,,8669,TCA
1984,,,9095,TCA
1985,,,9506,TCA
1986,,,9875,TCA
1987,,,10224,TCA
1988,,,10582,TCA
1989,,,11017,TCA
1990,,,11552,TCA
1991,,,12206,TCA
1992,,,12968,TCA
1993,,,13789,TCA
1994,,,14597,TCA
1995,,,15332,TCA
1996,,,15966,TCA
1997,,,16528,TCA
1998,,,17115,TCA
1999,,,17864,TCA
2000,,,18873,TCA
2001,,,20185,TCA
2002,,,21742,TCA
2003,,,23410,TCA
2004,,,25028,TCA
2005,,,26448,TCA
2006,,,27642,TCA
2007,,,28640,TCA
2008,,,29481,TCA
2009,,,30245,TCA
2010,,,30994,TCA
2011,,,31731,TCA
2012,,,32431,TCA
2013,,,33108,TCA
2014,,,33739,TCA
2015,,,34339,TCA
2016,,,34900,TCA
2017,,,35446,TCA
1960,,30.4272143078476,3001593,TCD
1961,,32.4678088640909,3060355,TCD
1962,,33.659337221366,3121216,TCD
1963,,32.1602694432208,3183551,TCD
1964,,35.0570745087388,3246505,TCD
1965,,31.3132935859781,3309573,TCD
1966,,31.8758347788952,3372170,TCD
1967,,32.5260272698626,3434811,TCD
1968,,33.6260412806243,3499352,TCD
1969,,30.9056620313361,3568376,TCD
1970,,38.3095679084534,3643549,TCD
1971,,36.9700137014997,3726091,TCD
1972,,33.9491575536703,3815103,TCD
1973,,39.2290307932624,3907632,TCD
1974,,45.194817400313,3999512,TCD
1975,,40.2532786995854,4087948,TCD
1976,,42.4681536718392,4172230,TCD
1977,,43.7266546211927,4253989,TCD
1978,,44.3903103907817,4335645,TCD
1979,,52.4162296735341,4420716,TCD
1980,,45.8105834878482,4512042,TCD
1981,,37.7617788793387,4610167,TCD
1982,,20.0567975931731,4715197,TCD
1983,,39.9604058432279,4829094,TCD
1984,20.25089606,42.0708387754191,4954046,TCD
1985,5.153999006,43.2336653879896,5091535,TCD
1986,-13.05657258,48.7698991279027,5243006,TCD
1987,-5.974842767,51.8817263983252,5408087,TCD
1988,15.47751765,45.1233829032322,5584339,TCD
1989,-3.689134604,45.1900918656555,5768086,TCD
1990,-0.738282265,41.3870234428165,5956859,TCD
1991,3.19387473,36.3495413219118,6150081,TCD
1992,-3.113030672,35.904560029092,6349089,TCD
1993,-8.427933487,42.6473333333747,6555603,TCD
1994,41.72489724,50.9883513558935,6772133,TCD
1995,9.230325998,55.6965565726313,7000722,TCD
1996,11.33087891,46.6100331929446,7241134,TCD
1997,5.572257111,49.313101141288,7493251,TCD
1998,4.258851102,48.0589828951249,7759258,TCD
1999,-8.025059627,50.5078677642823,8041846,TCD
2000,3.822600881,51.5711720135652,8342559,TCD
2001,12.43128653,64.3219080406854,8663012,TCD
2002,5.191818952,126.350807849912,9001689,TCD
2003,-1.752569412,83.3789149599315,9353201,TCD
2004,-5.355400289,101.768590921564,9710043,TCD
2005,7.890365675,85.8467450268875,10067009,TCD
2006,8.03628898,95.9132286345796,10421597,TCD
2007,-8.97473962,84.7310238635539,10775708,TCD
2008,10.29697582,80.2896664151306,11133861,TCD
2009,9.952422907,77.1094643663715,11502786,TCD
2010,-2.077865746,80.3907092891162,11887202,TCD
2011,-3.704295704,80.6810748936415,12288651,TCD
2012,14.01820542,80.5756196842099,12705135,TCD
2013,0.145451048,72.6489157572057,13133589,TCD
2014,1.680835875,76.6265231668971,13569438,TCD
2015,3.669900434,66.3229859438235,14009413,TCD
2016,,67.8625226387545,14452543,TCD
2017,,73.533643266863,14899994,TCD
1960,,62.6801600403502,1580513,TGO
1961,,69.4703290232402,1597526,TGO
1962,,65.4675620437206,1612755,TGO
1963,,55.2330431091591,1631764,TGO
1964,,70.6521350977599,1662073,TGO
1965,,63.0936970377052,1708630,TGO
1966,,70.1094175845894,1774029,TGO
1967,-2.318840581,65.5243838897092,1855442,TGO
1968,0.296735906,71.1053546085734,1945780,TGO
1969,6.015779093,78.2331851875956,2034907,TGO
1970,4.480620155,88.4240063053741,2115522,TGO
1971,6.492061136,86.7001584411249,2185662,TGO
1972,7.726607678,77.7603859266753,2247582,TGO
1973,3.615314966,66.1110609216231,2303345,TGO
1974,12.83193169,94.8959467262026,2356622,TGO
1975,18.0121995,97.1027068925743,2410446,TGO
1976,11.64073081,93.8318722139442,2464455,TGO
1977,22.45701341,93.9318811297231,2518566,TGO
1978,0.442773094,140.860211993872,2576469,TGO
1979,7.539251208,126.237007118319,2642846,TGO
1980,12.30685721,107.413575769363,2720839,TGO
1981,19.71650236,99.1969427734683,2812039,TGO
1982,11.12967333,108.814816619726,2915066,TGO
1983,9.35546508,92.2207019346841,3026238,TGO
1984,-3.52662871,104.58890883459,3140237,TGO
1985,-1.814414382,105.518245755201,3252994,TGO
1986,4.124615264,99.6733813495146,3364020,TGO
1987,0.05400885,92.1150757169834,3474080,TGO
1988,-0.15091098,96.2532972493685,3581928,TGO
1989,-0.839403117,88.5097490631974,3686373,TGO
1990,1.015341505,78.8091502260223,3786940,TGO
1991,0.387081798,74.9763511711571,3882271,TGO
1992,1.393786637,63.0861816274217,3973327,TGO
1993,-1.006881689,56.4784408700854,4064926,TGO
1994,39.16276738,64.8030511975782,4163642,TGO
1995,16.43350345,69.8464666590345,4274024,TGO
1996,4.6875,77.4224272306893,4398238,TGO
1997,8.250825083,73.7805556335465,4534551,TGO
1998,0.973332278,72.9878224887194,4679023,TGO
1999,-0.070532915,67.8895280769516,4825704,TGO
2000,1.890047839,81.9893753347953,4970367,TGO
2001,3.910098522,82.2854579738641,5111770,TGO
2002,3.074074074,85.5929763400004,5251472,TGO
2003,-0.96298958,102.484790204129,5391401,TGO
2004,0.391843843,96.4340686590286,5534598,TGO
2005,6.80159017,98.6992987480419,5683268,TGO
2006,2.226583649,94.3173728265523,5837792,TGO
2007,0.959947037,92.4106002258429,5997385,TGO
2008,8.681967213,87.4297442319705,6161796,TGO
2009,3.313390805,89.0887326471005,6330472,TGO
2010,1.834169331,97.4728712359695,6502952,TGO
2011,3.572277228,95.764773356128,6679282,TGO
2012,2.630773937,107.177386966761,6859482,TGO
2013,1.766766021,125.033441179351,7042948,TGO
2014,0.186716067,107.418388397672,7228915,TGO
2015,1.789864499,109.817861411576,7416802,TGO
2016,0.854424699,105.62550747176,7606374,TGO
2017,,99.9839228412271,7797694,TGO
1960,-0.765864333,33.5598583586213,27397175,THA
1961,7.386990077,34.4455713581831,28224204,THA
1962,3.696098563,33.3361802438981,29081034,THA
1963,0,33.5093396300662,29967041,THA
1964,-0.792079208,36.1300406932523,30881332,THA
1965,0.166333998,34.9162381792472,31822796,THA
1966,4.035204251,35.5602502954225,32789096,THA
1967,4.309656824,38.3731248017245,33778504,THA
1968,1.790359602,37.6202723383726,34790945,THA
1969,2.45039086,36.1223008144778,35826804,THA
1970,-0.088041086,34.4023067652724,36884913,THA
1971,0.484652665,34.8018251799158,37964925,THA
1972,4.837766735,37.3733101033821,39061994,THA
1973,15.5095497,38.6492576656576,40164966,THA
1974,24.31355983,45.5447697785706,41259536,THA
1975,5.330097087,41.3379512150811,42334954,THA
1976,4.149305555,42.940259009098,43386841,THA
1977,7.601266878,45.3360586481119,44416010,THA
1978,7.924089853,43.9989747661043,45423436,THA
1979,9.897365966,51.8679561735627,46412307,THA
1980,19.70350052,54.479065609659,47385323,THA
1981,12.66299307,53.9686664567334,48337503,THA
1982,5.259079903,47.5483288224509,49267560,THA
1983,3.726536621,47.3844960424744,50186199,THA
1984,0.86489843,48.0692654183176,51108082,THA
1985,2.431731234,49.1552284474048,52041469,THA
1986,1.841675968,49.1708546817786,52996467,THA
1987,2.466461128,57.2279844893387,53964406,THA
1988,3.862730747,67.4134705068906,54912334,THA
1989,5.35546508,72.4069335208579,55795106,THA
1990,5.863994744,75.7823643645399,56582821,THA
1991,5.709852599,78.4711349774175,57258401,THA
1992,4.139145751,77.9546456926093,57837878,THA
1993,3.312191684,77.7458074135904,58364891,THA
1994,5.047748977,81.2489529938278,58901666,THA
1995,5.818181818,89.7562813432919,59491790,THA
1996,5.805105547,84.2741298299812,60151472,THA
1997,5.625797471,95.0520126217041,60863506,THA
1998,7.99472875,100.240345808699,61597283,THA
1999,0.284726459,100.706393829749,62306651,THA
2000,1.591969175,121.297883575028,62958021,THA
2001,1.626908873,120.267696261917,63543322,THA
2002,0.697308977,114.969743021067,64073164,THA
2003,1.804349946,116.692838176804,64554952,THA
2004,2.759149262,127.412075255623,65002231,THA
2005,4.540369196,137.853903040932,65425470,THA
2006,4.63747436,134.08677061491,65824164,THA
2007,2.241540953,129.873141135486,66195615,THA
2008,5.468489496,140.436968137822,66545760,THA
2009,-0.845716092,119.269554687526,66881867,THA
2010,3.247588424,127.250451996831,67208808,THA
2011,3.809820409,139.675555462004,67530130,THA
2012,3.02,138.499319189942,67843979,THA
2013,2.18496066,133.406650261143,68143065,THA
2014,1.895890134,131.800584128812,68416772,THA
2015,-0.900164342,125.902496448863,68657600,THA
2016,0.188334903,121.658777408706,68863514,THA
2017,,,69037513,THA
1960,,,2087038,TJK
1961,,,2159123,TJK
1962,,,2236559,TJK
1963,,,2318234,TJK
1964,,,2402455,TJK
1965,,,2487953,TJK
1966,,,2574478,TJK
1967,,,2662230,TJK
1968,,,2750894,TJK
1969,,,2840228,TJK
1970,,,2930079,TJK
1971,,,3020391,TJK
1972,,,3111264,TJK
1973,,,3203019,TJK
1974,,,3296095,TJK
1975,,,3390935,TJK
1976,,,3487644,TJK
1977,,,3586499,TJK
1978,,,3688385,TJK
1979,,,3794420,TJK
1980,,,3905413,TJK
1981,,,4020778,TJK
1982,,,4140258,TJK
1983,,,4265247,TJK
1984,,,4397525,TJK
1985,,,4537789,TJK
1986,,,4687283,TJK
1987,,,4843951,TJK
1988,,81.3953488372093,5001110,TJK
1989,,84.7826086956522,5149803,TJK
1990,,62.962962962963,5283728,TJK
1991,,65.4585798816568,5400714,TJK
1992,,22.225656877898,5502976,TJK
1993,,70.196305829774,5594114,TJK
1994,,97.6546188335787,5679832,TJK
1995,,137.520828109889,5764712,TJK
1996,,156.634834330944,5849540,TJK
1997,,181.134938316095,5934282,TJK
1998,,106.924510324905,6021691,TJK
1999,,133.578814012176,6114886,TJK
2000,,199.675020817003,6216205,TJK
2001,38.59188945,146.354099038693,6327125,TJK
2002,12.24998478,141.553377813981,6447688,TJK
2003,16.30349121,136.866468470017,6576877,TJK
2004,7.141965084,128.223091267824,6712841,TJK
2005,7.091932443,79.7956302461119,6854176,TJK
2006,10.01086519,80.3479726618159,7000557,TJK
2007,13.14912471,89.2995006228225,7152385,TJK
2008,20.47052191,88.5083669754034,7309728,TJK
2009,6.448234811,69.670971713891,7472819,TJK
2010,6.419565094,73.4928583281729,7641630,TJK
2011,12.43154904,79.7841013464755,7815949,TJK
2012,5.83116601,82.7398784949299,7995062,TJK
2013,5.009646453,73.0374789957436,8177809,TJK
2014,6.104427651,53.9118773736328,8362745,TJK
2015,5.714559496,52.7984643069651,8548651,TJK
2016,6.004580823,56.0471363713969,8734951,TJK
2017,,56.6008385493734,8921343,TJK
1960,,,499950,TLS
1961,,,508845,TLS
1962,,,518107,TLS
1963,,,527749,TLS
1964,,,537786,TLS
1965,,,548218,TLS
1966,,,558676,TLS
1967,,,569031,TLS
1968,,,579807,TLS
1969,,,591739,TLS
1970,,,605125,TLS
1971,,,620945,TLS
1972,,,638499,TLS
1973,,,654437,TLS
1974,,,664223,TLS
1975,,,664984,TLS
1976,,,654947,TLS
1977,,,636096,TLS
1978,,,613857,TLS
1979,,,595872,TLS
1980,,,587563,TLS
1981,,,591005,TLS
1982,,,604430,TLS
1983,,,624648,TLS
1984,,,646688,TLS
1985,,,666945,TLS
1986,,,684184,TLS
1987,,,699522,TLS
1988,,,714474,TLS
1989,,,731444,TLS
1990,,,751933,TLS
1991,,,777011,TLS
1992,,,805435,TLS
1993,,,833611,TLS
1994,,,856684,TLS
1995,,,871447,TLS
1996,,,875916,TLS
1997,,,871994,TLS
1998,,,865194,TLS
1999,,,863269,TLS
2000,,145.378006622117,871607,TLS
2001,,152.853477720551,892531,TLS
2002,,165.661771894006,923825,TLS
2003,7.165158914,110.406005321436,960852,TLS
2004,3.23751394,44.091627856459,996698,TLS
2005,1.111674004,19.2034684583195,1026484,TLS
2006,3.936162599,16.9460093364538,1048621,TLS
2007,10.30090202,24.38714572767,1064973,TLS
2008,9.064236219,20.4357060319927,1078110,TLS
2009,0.669681186,35.9894324459635,1092021,TLS
2010,6.765976802,29.9547603936507,1109591,TLS
2011,13.49984024,26.3642308304537,1131523,TLS
2012,11.80030967,22.9349272539058,1156760,TLS
2013,11.15662246,19.8980024336218,1184366,TLS
2014,0.443548387,29.8142732556267,1212814,TLS
2015,0.63428342,30.759309246691,1240977,TLS
2016,-1.220679751,39.2779446217716,1268671,TLS
2017,,,1296311,TLS
1960,,,1603258,TKM
1961,,,1658362,TKM
1962,,,1715408,TKM
1963,,,1773853,TKM
1964,,,1833063,TKM
1965,,,1892599,TKM
1966,,,1952141,TKM
1967,,,2011763,TKM
1968,,,2071789,TKM
1969,,,2132799,TKM
1970,,,2195173,TKM
1971,,,2258964,TKM
1972,,,2324013,TKM
1973,,,2390213,TKM
1974,,,2457382,TKM
1975,,,2525361,TKM
1976,,,2594311,TKM
1977,,,2664257,TKM
1978,,,2734896,TKM
1979,,,2805818,TKM
1980,,,2876808,TKM
1981,,,2947779,TKM
1982,,,3019066,TKM
1983,,,3091511,TKM
1984,,,3166221,TKM
1985,,,3244018,TKM
1986,,,3324456,TKM
1987,,,3407319,TKM
1988,,,3493894,TKM
1989,,,3585867,TKM
1990,,,3683966,TKM
1991,,66.1016949152542,3789185,TKM
1992,,105.3125,3899843,TKM
1993,,146.067864271457,4010789,TKM
1994,,170.258027522936,4115099,TKM
1995,,168.179524539877,4207840,TKM
1996,,149.990640762671,4287344,TKM
1997,,111.234917362811,4355114,TKM
1998,,103.465955698464,4413477,TKM
1999,,139.634333865178,4466132,TKM
2000,,176.440457591423,4516131,TKM
2001,,158.256319511857,4564080,TKM
2002,,122.455501768347,4610002,TKM
2003,,118.922136183823,4655741,TKM
2004,,121.184184502845,4703398,TKM
2005,,112.803538237599,4754641,TKM
2006,,108.011617455395,4810105,TKM
2007,,114.093585185185,4870137,TKM
2008,,104.433883161512,4935762,TKM
2009,,119.83544809151,5007950,TKM
2010,,120.790513191013,5087210,TKM
2011,,118.227385824881,5174061,TKM
2012,,117.651288990002,5267839,TKM
2013,,,5366277,TKM
2014,,,5466241,TKM
2015,,,5565284,TKM
2016,,,5662544,TKM
2017,,,5758075,TKM
1960,,,4176266,TUN
1961,,,4235937,TUN
1962,,,4303131,TUN
1963,,,4377637,TUN
1964,,,4458611,TUN
1965,,33.4422448587354,4545339,TUN
1966,,34.5288197621226,4638275,TUN
1967,,35.7368421052632,4737627,TUN
1968,,31.786106319586,4842167,TUN
1969,,34.8050797401063,4950153,TUN
1970,,46.7443091582848,5060397,TUN
1971,,48.5360871538811,5172691,TUN
1972,,50.0889929742389,5287543,TUN
1973,,52.471119603926,5405355,TUN
1974,,67.5733298875824,5526764,TUN
1975,,63.9600321580338,5652476,TUN
1976,,63.0988101396793,5781796,TUN
1977,,67.5943245586021,5915006,TUN
1978,,69.7008736261524,6054911,TUN
1979,,80.9479808350445,6205212,TUN
1980,,85.838158452196,6368167,TUN
1981,,91.2109562710236,6545024,TUN
1982,,84.3497627175089,6733961,TUN
1983,,77.0840316861029,6930387,TUN
1984,8.9,77.2908739317572,7127941,TUN
1985,7.2543618,70.2363820298363,7321876,TUN
1986,6.164383562,67.485056700743,7509756,TUN
1987,8.225806452,70.6420419897204,7692254,TUN
1988,7.196969697,83.6754959240699,7871459,TUN
1989,7.74088604,92.0072159250878,8050932,TUN
1990,6.545293073,94.161265567647,8232797,TUN
1991,8.193715095,85.6860202181431,8417684,TUN
1992,5.824345146,86.0000875541742,8603225,TUN
1993,3.974956319,88.4109677419355,8784888,TUN
1994,4.73323064,92.8043860425704,8956596,TUN
1995,6.244150287,93.7144465686907,9113975,TUN
1996,3.725144727,85.7203547620671,9256037,TUN
1997,3.652026207,80.5007104439621,9384152,TUN
1998,3.125365797,79.9794582620079,9499395,TUN
1999,2.690124858,77.9051139411665,9603742,TUN
2000,2.962307947,82.4559257711504,9699197,TUN
2001,1.983333333,89.5519191091931,9785701,TUN
2002,2.721032849,85.3416571939188,9864326,TUN
2003,2.712592475,82.390107793166,9939678,TUN
2004,3.63228005,86.9482937078062,10017601,TUN
2005,2.017786414,90.2512478803945,10102482,TUN
2006,4.490513515,93.9378508972261,10196136,TUN
2007,3.416546647,104.075472152244,10298087,TUN
2008,4.920696325,115.396125773054,10407336,TUN
2009,3.524813804,94.3691928040193,10521834,TUN
2010,4.416268965,105.756607379331,10639931,TUN
2011,3.544029353,105.894356216721,10761467,TUN
2012,5.138117098,108.00490090172,10886668,TUN
2013,5.798544619,104.805566904122,11014558,TUN
2014,4.937735303,102.154350785988,11143908,TUN
2015,4.857182282,92.2689655335345,11273661,TUN
2016,3.711014607,91.4425837000104,11403248,TUN
2017,,99.904925203035,11532127,TUN
1960,,,61601,TON
1961,,,63745,TON
1962,,,66259,TON
1963,,,69005,TON
1964,,,71757,TON
1965,,,74362,TON
1966,,,76779,TON
1967,,,79052,TON
1968,,,81097,TON
1969,,,82877,TON
1970,,,84369,TON
1971,,,85518,TON
1972,,,86347,TON
1973,,,86988,TON
1974,,,87609,TON
1975,,112.148083714899,88348,TON
1976,7.109575835,83.5663254512018,89254,TON
1977,17.53793845,91.0432684031195,90295,TON
1978,9.584379121,96.6619398361671,91364,TON
1979,5.460015528,95.8812886176115,92300,TON
1980,22.39338892,97.7807709576038,93007,TON
1981,14.89924812,92.6204235363625,93453,TON
1982,10.83787038,92.2131616361349,93681,TON
1983,9.813553118,87.8284166432304,93774,TON
1984,0.106451613,89.5630438048927,93842,TON
1985,16.765,102.359357194353,93953,TON
1986,21.67387488,95.5881632212976,94145,TON
1987,4.685987788,95.532292497235,94384,TON
1988,9.924023398,89.4857435848134,94667,TON
1989,4.073643648,87.9089924160347,94929,TON
1990,9.709863846,98.9657234499443,95153,TON
1991,10.5954494,83.4620679999067,95333,TON
1992,7.936980122,72.6308207233457,95496,TON
1993,0.96090446,67.443522721344,95644,TON
1994,1.012952067,63.6795753313815,95833,TON
1995,1.460006304,73.3401445902951,96076,TON
1996,2.99528024,78.7253470360991,96369,TON
1997,2.124731324,72.8107349901887,96725,TON
1998,3.274445543,79.4607862290912,97135,TON
1999,4.464354677,51.1779142680921,97591,TON
2000,6.327635514,53.4668700669895,98082,TON
2001,8.290283189,58.1903593216631,98611,TON
2002,10.35906079,73.5253566011314,99184,TON
2003,11.63862196,75.9613576934252,99789,TON
2004,10.97340537,76.6131192773372,100406,TON
2005,8.665692211,74.6017127924184,101041,TON
2006,6.149116065,66.0502666048168,101689,TON
2007,5.842248749,70.0590670549571,102357,TON
2008,10.44698751,67.6691404485925,103005,TON
2009,1.426859721,76.7170886075949,103604,TON
2010,3.534912023,72.6656377157289,104137,TON
2011,6.270753408,77.2028774193548,104577,TON
2012,1.147538537,77.7698476142893,104951,TON
2013,0.775629322,82.9326081392373,105328,TON
2014,2.510876333,74.2401864512119,105782,TON
2015,-1.05399832,81.7447346649332,106364,TON
2016,2.579997777,89.4327037661608,107122,TON
2017,,,108020,TON
1960,1.302083333,5.72687224669604,27472331,TUR
1961,0.514138819,11.9113573407202,28146893,TUR
1962,2.941176471,13.574097135741,28832805,TUR
1963,3.105590062,11.1587982832618,29531342,TUR
1964,1.686746988,9.9403578528827,30244232,TUR
1965,5.924170616,9.95348837209302,30972965,TUR
1966,4.362416106,9.75609756097561,31717477,TUR
1967,6.752411576,9.07801418439716,32477961,TUR
1968,0.401606427,8.76190476190476,33256432,TUR
1969,7.866666666,8.33333333333333,34055361,TUR
1970,6.929851669,10.7888040712468,34876267,TUR
1971,15.74308215,13.5670103092784,35720568,TUR
1972,11.66666667,14.5624351435489,36587225,TUR
1973,15.43965565,16.1263736263736,37472298,TUR
1974,15.81521476,17.0028237192416,38370241,TUR
1975,19.19973241,15.6531182128452,39277211,TUR
1976,17.36293802,15.5247813411079,40189511,TUR
1977,27.08090499,14.5223894726877,41108248,TUR
1978,45.28457197,11.4356153992035,42039935,TUR
1979,58.69202752,9.09974442964616,42993991,TUR
1980,110.1732087,17.0898176117463,43975921,TUR
1981,36.57546945,21.1416276420706,44988356,TUR
1982,30.83768071,26.8809210651722,46025357,TUR
1983,31.40448868,29.0310517913389,47073422,TUR
1984,48.37782277,35.2801051047638,48114105,TUR
1985,44.96020668,34.8269721189326,49133883,TUR
1986,34.61941993,29.4144594777141,50128489,TUR
1987,38.84621339,33.3382850275488,51100878,TUR
1988,73.66666667,36.2068338434275,52053704,TUR
1989,63.27255278,33.9836682372597,52992429,TUR
1990,60.31270205,30.9429955004348,53921699,TUR
1991,65.96942143,30.4760116733895,54840531,TUR
1992,70.07279114,31.737365644504,55748875,TUR
1993,66.09708259,33.0170877754618,56653729,TUR
1994,106.2627286,41.7458523409412,57564132,TUR
1995,88.10770257,44.2426347506171,58486381,TUR
1996,80.34690278,49.3693148863728,59423208,TUR
1997,85.7332416,54.9703235724023,60372499,TUR
1998,84.6413357,40.2743475402209,61329590,TUR
1999,64.8674792,37.4016189806414,62287326,TUR
2000,54.91538241,42.0005974802995,63240121,TUR
2001,54.40018404,49.3988332907684,64191474,TUR
2002,44.96412355,47.4605388342826,65143054,TUR
2003,25.29636788,45.6014718378366,66085803,TUR
2004,10.58423624,48.1196828140264,67007855,TUR
2005,10.13840492,45.4371411288313,67903406,TUR
2006,9.597242123,48.151108712873,68763405,TUR
2007,8.75618091,47.2895853135462,69597281,TUR
2008,10.44412838,49.9063224710292,70440032,TUR
2009,6.250976631,45.9324742750178,71339185,TUR
2010,8.566444206,45.8992169144362,72326914,TUR
2011,6.471879671,52.6629410581543,73409455,TUR
2012,8.891569965,52.2453098125179,74569867,TUR
2013,7.493090305,50.3503245097547,75787333,TUR
2014,8.854572714,51.4141042088002,77030628,TUR
2015,7.670853648,49.299865753945,78271472,TUR
2016,7.775134153,46.8156465569932,79512426,TUR
2017,,54.172050250324,80745020,TUR
1960,2.08,,848479,TTO
1961,1.522757698,,865360,TTO
1962,2.983352563,,880023,TTO
1963,3.761203585,,892569,TTO
1964,0.863797624,,903275,TTO
1965,1.781617984,,912417,TTO
1966,4.09435805,,919903,TTO
1967,2.13625866,,925909,TTO
1968,8.232052007,,931468,TTO
1969,2.435202716,,937848,TTO
1970,2.523900574,,945993,TTO
1971,3.531020763,,956366,TTO
1972,9.301068813,,968741,TTO
1973,14.81074548,,982592,TTO
1974,22.02497727,,997053,TTO
1975,16.97906047,,1011490,TTO
1976,10.69246436,,1025658,TTO
1977,11.74486354,,1039761,TTO
1978,10.25658617,,1054116,TTO
1979,14.72217037,,1069202,TTO
1980,17.47030428,,1085308,TTO
1981,14.3318866,,1102556,TTO
1982,11.63476294,,1120611,TTO
1983,15.175,,1138676,TTO
1984,13.33478041,,1155695,TTO
1985,7.622574055,,1170928,TTO
1986,7.693676593,,1184051,TTO
1987,10.75185899,,1195247,TTO
1988,7.758492067,,1204893,TTO
1989,11.43213181,,1213624,TTO
1990,11.06442577,,1221900,TTO
1991,3.783102144,,1229907,TTO
1992,6.439854192,,1237487,TTO
1993,10.83523592,,1244407,TTO
1994,8.814694018,,1250318,TTO
1995,5.182205395,,1255001,TTO
1996,3.404574428,,1258364,TTO
1997,3.626078758,,1260678,TTO
1998,5.612709077,,1262542,TTO
1999,3.439135909,,1264775,TTO
2000,3.555413197,,1267984,TTO
2001,5.536653263,,1272380,TTO
2002,4.139395011,,1277837,TTO
2003,3.813487345,,1284052,TTO
2004,3.722490387,,1290535,TTO
2005,6.885944155,,1296934,TTO
2006,8.316729393,,1303144,TTO
2007,7.889358223,,1309260,TTO
2008,12.0484971,,1315372,TTO
2009,6.971370604,,1321618,TTO
2010,10.54738949,,1328100,TTO
2011,5.099366154,,1334788,TTO
2012,9.268580239,,1341588,TTO
2013,5.199817405,,1348248,TTO
2014,5.684418146,,1354493,TTO
2015,4.658171173,,1360092,TTO
2016,3.060468943,,1364962,TTO
2017,,,1369125,TTO
1960,,,6104,TUV
1961,,,6246,TUV
1962,,,6389,TUV
1963,,,6538,TUV
1964,,,6684,TUV
1965,,,6815,TUV
1966,,,6938,TUV
1967,,,7040,TUV
1968,,,7133,TUV
1969,,,7214,TUV
1970,,,7303,TUV
1971,,,7381,TUV
1972,,,7458,TUV
1973,,,7537,TUV
1974,,,7616,TUV
1975,,,7677,TUV
1976,,,7749,TUV
1977,,,7816,TUV
1978,,,7888,TUV
1979,,,7962,TUV
1980,,,8052,TUV
1981,,,8154,TUV
1982,,,8284,TUV
1983,,,8413,TUV
1984,,,8530,TUV
1985,,,8650,TUV
1986,,,8747,TUV
1987,,,8820,TUV
1988,,,8883,TUV
1989,,,8947,TUV
1990,,,9003,TUV
1991,,,9053,TUV
1992,,,9109,TUV
1993,,,9156,TUV
1994,,,9190,TUV
1995,,,9230,TUV
1996,,,9256,TUV
1997,,,9277,TUV
1998,,,9306,TUV
1999,,,9345,TUV
2000,,,9420,TUV
2001,,,9512,TUV
2002,,,9635,TUV
2003,,,9767,TUV
2004,,,9894,TUV
2005,,,10027,TUV
2006,,,10137,TUV
2007,,,10243,TUV
2008,,,10340,TUV
2009,,,10441,TUV
2010,,,10531,TUV
2011,,,10628,TUV
2012,,,10725,TUV
2013,,,10819,TUV
2014,,,10908,TUV
2015,,,11001,TUV
2016,,,11097,TUV
2017,,,11192,TUV
1960,,,10074507,TZA
1961,,,10373398,TZA
1962,,,10683906,TZA
1963,,,11005905,TZA
1964,,,11339097,TZA
1965,,,11683528,TZA
1966,9.777015439,,12038903,TZA
1967,12.1875,,12406040,TZA
1968,15.5988858,,12787489,TZA
1969,16.41566265,,13186557,TZA
1970,3.492884864,,13605529,TZA
1971,4.775,,14045824,TZA
1972,7.63540921,,14506617,TZA
1973,10.3968078,,14985131,TZA
1974,19.59839357,,15477294,TZA
1975,26.05775688,,15980301,TZA
1976,6.859350027,,16493305,TZA
1977,11.6041381,,17017670,TZA
1978,6.575,,17555494,TZA
1979,12.94862773,,18109884,TZA
1980,30.1973001,,18683157,TZA
1981,25.65002393,,19277108,TZA
1982,28.93233465,,19891548,TZA
1983,27.05592753,,20524666,TZA
1984,36.14594151,,21173603,TZA
1985,33.28210383,,21836999,TZA
1986,32.43220158,,22511243,TZA
1987,29.94936954,,23198533,TZA
1988,31.18671828,,23909954,TZA
1989,25.84983826,,24660575,TZA
1990,35.82677165,50.0757801016741,25459604,TZA
1991,28.69565217,43.901210837423,26315013,TZA
1992,21.84684685,51.795415358156,27219619,TZA
1993,25.27726433,65.6907187100124,28149328,TZA
1994,34.08336407,64.2389490127093,29070615,TZA
1995,27.42778542,65.5824201291177,29960776,TZA
1996,20.97725964,51.8806723144078,30811854,TZA
1997,16.09065493,41.9076258557798,31635251,TZA
1998,12.79975405,37.4176271894788,32451713,TZA
1999,7.890433361,35.3839912717928,33291540,TZA
2000,5.923961096,33.4908540511898,34178042,TZA
2001,5.147468002,38.2902536780761,35117019,TZA
2002,5.317833661,37.4210865098755,36105808,TZA
2003,5.303566215,41.3736131854285,37149072,TZA
