ccode,Year,rgdpo,hc,inv_share,Penn_GDP_PPP,Penn_GDP_PPP_log,pop_log,GDP_pc_growth,pop_growth,KOF_econ,KOF_defacto,KOF_dejure,KOF_trade,KOF_trade_df,KOF_trade_dj,KOF_finance,KOF_finance_df,KOF_finance_dj,inflation,Trade_to_GDP,EXP_to_GDP,IMP_to_GDP,population,Exports_USD_current,Exports_USD_constant,Imports_USD_current,Imports_USD_constant,IncomeGroup,TOI,CTS,Lietal,Alcala,KAOPEN,chinn_ito_normed,LMF_FDI_total_stocks,LMF_open,LMF_EQ,LMF_FDI_total_stocks_GDP,LMF_open_gdp,LMF_EQ_gdp,UNC_FDI_in_stock_GDP,UNC_FDI_out_stock_GDP,UNC_FDI_total_stocks_GDP,FTI_panel,FTI_original,FTI_reduced,Tariff_RES,Tariff_WITS,HF_econ,HF_fin,HF_trade,FTI_original_ipo,FTI_reduced_ipo,Tariff_WITS_ipo,ComplexityGroup,LMF_open_pv,FIN_CUR,CAPITAL,period
CHL,2002,162057.859375,2.82405781745911,24.4025900959969,10.3726089572399,2.33916857760354,2.7487848504994,-0.35521171685744,1.15015197769366,69.3242568969727,61.6697082519531,76.9788055419922,63.4285125732422,54.0796394348145,72.7773895263672,75.2200088500977,69.2597808837891,81.1802291870117,2.48939816650703,63.393725493721,32.8039336278624,30.5897918658586,15684409,22876417337.3588,60063708916.3464,21332345471.8843,30808425830.4843,High income,14.0257399596346,44.8859369115065,0.399798501403711,270345.344923394,1.57779693603516,0.91964248418808,54550,130899,12986,0.778140735774503,1.8672382066388,0.185241715761094,60.3602,17.46012,77.82032,8.65,8.75,9.15,94.2321472167969,93.041868059,77.8,70,71.4,8.75,9.15,93.041868059,mec,162.7935486,100,100,"(2000,2005]"
CHL,2003,169331.78125,2.84294891357422,24.2995247244835,10.7175117274252,2.37187901372081,2.75998097930109,3.27104361172741,1.11961288016968,74.333137512207,66.1792297363281,82.487060546875,68.8760375976563,56.1843643188477,81.5676956176758,79.7902603149414,76.1740951538086,83.4064254760742,2.81017875743615,66.3162866211741,35.6590455123686,30.6572411088055,15849652,26973735771.3335,64003183894.8895,23190197866.0688,32559590400.7218,High income,13.7278340750064,46.0633089232147,0.402492722192267,291392.883759079,1.83410060405731,0.979761636257172,67763,159661,22727,0.890470183184841,2.09809719046493,0.298654366737628,71.72284,18.74849,90.47133,8.72,8.84,9.24,95.0922241210938,94.227093852,76,70,69,8.84,9.24,94.227093852,mec,184.7652588,100,100,"(2000,2005]"
CHL,2004,188925.203125,2.8619658946991,23.054938018322,11.8272086812197,2.4704026975895,2.77094848847881,9.85236838686805,1.09675091777182,74.7134475708008,65.6558151245117,83.7710800170899,69.2647705078125,56.1355056762695,82.3940353393555,80.1621246337891,75.1761245727539,85.1481323242188,1.05473871403516,69.733663353112,39.8023703887306,29.9312929643814,16014971,39488088029.3013,73213980198.9065,29694953337.3255,38854518110.1605,High income,13.3405921365855,54.8357238212435,0.394854836954087,359389.598795458,2.09040427207947,1.03988084793091,77953,182311,28943,0.785270326083672,1.83653507137173,0.291561313199488,66.11883,18.77486,84.89369,8.48,8.67,8.46,96.0610961914062,95.029387311,76.9,70,73,8.67,8.46,95.029387311,mec,165.2751007,100,100,"(2000,2005]"
CHL,2005,212253.6875,2.88111042976379,24.8730406165123,13.1450327287297,2.57604394800223,2.78173825041876,10.5641250412736,1.07897619399453,74.2734603881836,64.7895050048828,83.7574157714844,69.0254745483399,55.3895988464356,82.6613388061523,79.5214462280273,74.1893997192383,84.8534927368164,3.05257621387848,71.6167608730547,40.1598164728269,31.4569444002278,16182721,49382442843.8593,75252458353.6978,38680972557.1778,46028987110.3507,High income,13.0224399860391,63.2246203991486,0.411599172223152,409357.639789318,2.34670782089233,1.1,95555,216604,39573,0.776503762453477,1.76017812738709,0.321580067935445,63.92026,18.37,82.29026,8.45,8.45,8.44,96.0610961914062,95.0320244955,77.8,70,79.2,8.45,8.44,95.0320244955,mec,156.0128784,,,"(2000,2005]"
CHL,2006,248030.421875,2.90038323402405,23.2722923159599,15.1981364105929,2.72117281576942,2.79237859172316,14.5128867767188,1.06403413044038,73.7706985473633,64.8210983276367,82.7202987670898,67.50732421875,53.7994842529297,81.2151718139648,80.034065246582,75.8427200317383,84.2254257202148,3.39201733699404,73.0986510802446,43.7951067814933,29.3035442987512,16354504,67789580748.6682,79080852600.4865,45358377418.1321,51464725319.3103,High income,12.7701833310264,72.3407582704824,0.390419560363074,450791.61617134,2.34670782089233,1.1,106322,257789,51072,0.687185320673987,1.66615391575804,0.330090937881736,54.61314,17.6875,72.30064,8.57,8.57,8.45,,95.879179629,78,70,77.6,8.57,8.45,95.879179629,mec,149.4922791,,,"(2005,2010]"
CHL,2007,269188.84375,2.91978454589844,23.0315193533897,16.3226982846259,2.79255667193723,2.80285648273834,7.13838561678064,1.0477891015177,75.3892059326172,66.7381286621094,84.0402908325195,69.6253890991211,55.4711685180664,83.7796249389649,81.1530151367188,78.0050811767578,84.3009567260742,4.40779938398046,76.4074154996552,45.069003891647,31.3384116080082,16530195,78242480554.8399,84767337075.0604,54405352884.0828,58565243508.6336,High income,12.7138571087661,76.6816952288484,0.412006530038836,489513.583466303,2.34670782089233,1.1,131101,328371,73367,0.757467731311894,1.89724286159997,0.423895584649696,61.96945,20.39955,82.369,8.65,8.65,8.61,,95.5672608975,77.7,70,82.4,8.65,8.61,95.5672608975,mec,174.8762665,,,"(2005,2010]"
CHL,2008,261475.375,2.93931579589844,29.4977366924286,15.692971587709,2.75321294254765,2.81312716826318,-3.93437293895742,1.02706855248411,75.9275360107422,67.7295074462891,84.1255722045898,72.021125793457,59.1100921630859,84.9321670532227,79.8339462280273,76.3489151000977,83.318977355957,8.7162687303961,80.7897734291478,41.42416774923,39.3656056799178,16708258,74413752040.6308,84233627347.2601,70715782094.3573,65321042491.7276,High income,12.6199992547935,78.6515126923548,0.491341727087546,553051.700693313,2.09040427207947,1.03988084793091,131179,315166,42209,0.730537688302286,1.75516386823713,0.235062512182218,56.63418,23.72934,80.36352,8.68,8.68,8.72,,95.911506873,78.6,80,82.2,8.68,8.72,95.911506873,mec,156.2542114,,,"(2005,2010]"
CHL,2009,266706.46875,2.95897746086121,21.9289094209671,15.8476129796495,2.76301888832885,2.82312979734563,0.980594578119387,1.00026290824542,73.9983367919922,64.2398071289063,83.7568664550781,67.8452529907227,50.4518547058106,85.2386474609375,80.1514205932617,78.0277481079102,82.2751007080078,0.353045178360941,66.3372029179199,37.0407736118743,29.2964293060456,16886186,63854403849.5175,80663861096.0597,50503967542.8748,54467749072.0651,High income,12.5092376048603,63.7257650602815,0.392545525029216,427423.54223073,1.83410060405731,0.979761636257172,179366,406424,85193,1.042177250199,2.36146118403086,0.495000203361862,74.9896,30.78573,105.77533,8.29,8.29,8.71,,96.072611986,78.3,80,85.8,8.29,8.71,96.072611986,mec,215.2162628,,,"(2005,2010]"
CHL,2010,307459.75,2.97877097129822,24.5526313781738,18.0929400737108,2.89552181100584,2.83282237336439,13.250292267699,0.969257601875295,73.586669921875,64.0150146484375,83.1583251953125,67.9542465209961,51.4173622131348,84.4911193847656,79.2190933227539,76.6126708984375,81.8255310058594,1.41071107954318,69.0637159959816,37.7451125423707,31.3186034536109,17062536,82487244655.3566,82487244655.3566,68442909063.8457,68442909063.8457,High income,12.3646136320547,72.8477347664247,0.412004581608277,487660.254178185,1.57779693603516,0.91964248418808,220998,499753,115496,1.01709751798346,2.30000966481501,0.531546416424663,73.6278,27.97046,101.59826,8.25,8.25,8.62,,95.992765554,77.2,80,88,8.25,8.62,95.992765554,mec,211.5937805,,,"(2005,2010]"
CHL,2011,340651.78125,2.9968798160553,25.9292453527451,19.8591908361993,2.9886669143932,2.84219387178683,9.31451033873634,0.937149842244134,73.3972015380859,64.0152359008789,82.779182434082,69.0513076782227,53.123908996582,84.9786911010742,77.7431030273438,74.9065475463867,80.5796661376953,3.34121694259299,72.2056659465459,37.7619574718629,34.4437084746829,17233576,95255289952.0849,86987865893.4195,86884940756.2013,78833261174.4661,High income,12.1900542979419,76.8678363393501,0.442849084940814,532164.390834291,1.32149338722229,0.859523332118988,250880,540687,97073,1.00092560084262,2.1571566499633,0.387288149117488,68.67865,31.38273,100.06138,8.16,8.17,8.62,,96.051059101,77.4,80,88,8.17,8.62,96.051059101,mec,194.0466614,,,"(2010,2015]"
CHL,2012,368394.6875,3.01509833335876,26.5995800495148,21.2825013145583,3.05788520054317,2.85126968326712,6.92182861499719,0.907581148029335,71.3216857910156,62.3713264465332,80.2720260620117,66.2813873291016,50.1448249816895,82.4179306030274,76.3619766235352,74.5978240966797,78.1261291503906,3.00744840213049,68.2718463999307,34.1218587192481,34.1499876806826,17400347,91147100657.3255,87296085596.097,91222239391.7175,82918918072.7425,High income,12.0382968383199,71.7921524303609,0.439844209914582,500404.591250297,1.06518971920013,0.799404120445252,303726,625202,119389,1.14551770176848,2.3579804105709,0.450281546184512,76.18541,36.57294,112.75835,8.03,8.03,8.36,,96.193783743,78.3,80,82,8.03,8.36,96.193783743,mec,214.7543793,,,"(2010,2015]"
CHL,2013,379473.59375,3.03342795372009,25.073716044426,21.7301712781816,3.07870167634411,2.86008333638423,2.08164758009408,0.88136531171048,70.03125,60.8316879272461,79.2308197021484,65.3896102905274,48.1039237976074,82.6753005981445,74.6728973388672,73.5594635009766,75.7863388061524,1.78955553984587,64.9734766055308,32.1994733836763,32.7740032218545,17571507,89638293156.1457,90147803363.1861,91237694284.4786,84556818288.9466,High income,11.8899940294147,65.9039029184517,0.426330341437904,485955.702205397,1.06518971920013,0.799404120445252,313827,650332,128344,1.13275316912593,2.34736218994542,0.46325546475701,76.6,37.53071,114.13071,8.29,8.29,8.35,,94.106209418,79,85,82,8.29,8.35,94.106209418,mec,214.8417664,,,"(2010,2015]"
CHL,2014,397893.3125,3.05186891555786,22.0365032553673,22.5898644519483,3.11750133010548,2.86868258019948,3.87996537613691,0.859924381525712,72.0103912353516,61.6090850830078,82.4117050170898,66.3056640625,47.600887298584,85.0104370117188,77.7151260375977,75.6172790527344,79.8129730224609,4.71867527854671,65.2725878377867,33.110749721365,32.1618381164217,17758959,86267287016.2619,90439654753.1636,83794977253.8561,79045823136.96,High income,11.7575725988531,61.056028346009,0.41971638488535,445763.261995081,1.06518971920013,0.799404120445252,330190,685090,132392,1.27643206717128,2.64838682243063,0.511794403939973,85.64291,41.89734,127.54025,8.53,8.53,8.68,,,78.7,90,82,8.53,8.68,95.41930829825,lec,244.21875,,,"(2010,2015]"
CHN,2000,5271819.5,2.19323706626892,25.394132733345,4.10834142195665,1.41301940009197,7.15711143802323,6.71977114839022,0.60910208870375,39.3714790344238,38.3506698608398,40.3922920227051,42.1264495849609,38.1341056823731,46.1187973022461,36.616512298584,38.5672378540039,34.6657867431641,0.347806256807194,39.4105387873795,20.8934448164694,18.5170939709101,1262645000,253092089737,,224306238158.48,,Upper middle income,39.8385577986888,169.61630624598,0.267351967330931,68711.1529946807,-1.21001923084259,0.265725812315941,248085,811168,20126,0.205224652271671,0.671026747823958,0.0166489362582165,15.96161,2.29239,18.254,6.29,6.5,6.64,89.75,85.3278434,56.4,50,42.6,6.5,6.64,85.3278434,mec,52.02727509,12.5,50,"(1995,2000]"
CHN,2001,5708217,2.21074175834656,27.6263147592545,4.42176051143786,1.4865379225421,7.16312407215051,7.351852245013,0.601263412728059,40.4086608886719,37.8700637817383,42.9472808837891,44.9559364318848,38.4590950012207,51.4527854919434,35.8614044189453,37.2810363769531,34.4417762756348,0.719132436811498,38.5273592759292,20.3121457448267,18.2152135311025,1271850000,272060010515.89,,243973790217.76,,Upper middle income,36.2965204354605,195.067693791808,0.272900047687771,70644.8494547362,-1.21001923084259,0.265725812315941,282204,931892,21119,0.211084707197049,0.697042387631898,0.0157967212771416,15.16664,2.58726,17.7539,6.6,6.81,7.26,89.8761672973633,85.8925075,52.6,30,46,6.81,7.26,85.8925075,mec,52.75081635,12.5,50,"(2000,2005]"
CHN,2002,6203469,2.22838592529297,28.6670118570328,4.77687229860038,1.56378600149877,7.16907792919266,7.72480789566734,0.595385704214912,41.8852767944336,38.1288108825684,45.6417427062988,44.9125595092773,41.896354675293,47.9287719726563,38.8579902648926,34.3612670898438,43.3547134399414,-0.731975500083577,42.7474036337363,22.64474567395,20.1026579597863,1280400000,333002310923.451,,295619639659.43,,Upper middle income,33.2739400946192,236.544047632676,0.283616720021531,74914.7599251834,-1.21001923084259,0.265725812315941,317451,1059299,21897,0.216120076467256,0.721168876083831,0.0149074386736961,14.72251,2.03324,16.75575,6.51,6.76,6.88,92.3479232788086,92.285121977,52.8,30,48.6,6.76,6.88,92.285121977,mec,51.47563553,12.5,50,"(2000,2005]"
CHN,2003,6571744.5,2.24617099761963,32.3996990919113,5.03063905339488,1.61554702443033,7.17498757691693,5.1761022931557,0.590964772427149,46.5491828918457,39.5095977783203,53.5887718200684,52.1994743347168,41.8098373413086,62.5890998840332,40.8989067077637,37.2093658447266,44.5884437561035,1.12760196090496,51.8039879999754,26.9807565341723,24.823231465803,1288400000,447958253781.611,,412137124715.32,,Upper middle income,30.5020343486655,625.395351988689,0.387988328650407,128497.986139331,-1.21001923084259,0.265725812315941,369943,1294415,51592,0.222762085350293,0.779435168954946,0.0310662494151594,13.75497,2.001,15.75597,6.5,6.76,6.84,92.5923156738281,93.5179875,52.6,30,50.6,6.76,6.84,93.5179875,mec,52.02078247,12.5,50,"(2000,2005]"
CHN,2004,7168588.5,2.26409816741943,34.7947418689728,5.4555158878628,1.69662718637398,7.18083686591515,8.10801619436463,0.584928899822401,49.5951461791992,42.2075958251953,56.9826889038086,57.6746139526367,47.8786811828613,67.4705429077149,41.5156707763672,36.5365028381348,46.4948425292969,3.82463762400933,59.505524224399,31.0613375826931,28.4441866417059,1296075000,607356934124.72,,556182551584.76,,Upper middle income,27.9764325967323,802.486719553863,0.426317858277886,156457.869432601,-1.21001923084259,0.265725812315941,421674,1598220,63478,0.2159501599113,0.818489792051295,0.0325087253443406,12.55363,2.28999,14.84362,6.52,6.79,6.85,93.5727233886719,94.036352296,52.5,30,51.4,6.79,6.85,94.036352296,mec,48.6712532,12.5,50,"(2000,2005]"
CHN,2005,8048983,2.28216814994812,34.1780364513397,6.0902237179428,1.80668481634147,7.18661621068643,11.005762996749,0.577934477127595,52.7420806884766,45.9997901916504,59.484375,57.8379173278809,47.8190536499024,67.8567810058594,47.6462478637695,44.1805267333984,51.1119651794434,1.77641616843146,62.2078928661667,33.8298575661779,28.3780352999888,1303720000,773339005396.98,,648712207879.78,,Upper middle income,25.8808352978232,905.134017201593,0.430458491071855,173215.056603075,-1.21001923084259,0.265725812315941,536042,2078117,106652,0.233930945155347,0.906898851122475,0.0465433737705405,11.90283,2.50248,14.40531,6.64,6.63,6.99,93.7217864990234,95.115854538,53.7,30,54.4,6.63,6.99,95.115854538,mec,51.96044922,,,"(2000,2005]"
CHN,2006,8753839,2.29400229454041,35.6046050786972,6.58575009571691,1.88490823846002,7.19233938752928,7.8223422118554,0.572317684285117,50.4483261108399,47.6891632080078,53.2074928283691,52.9983634948731,48.5563049316406,57.4404220581055,47.8982963562012,46.8220329284668,48.9745674133301,1.6494331013998,64.4788839037683,36.0350255522634,28.4438583515049,1311020000,991731387760.49,,782812463259.9,,Upper middle income,24.119905134001,1024.49461794369,0.436443350496518,196452.521243988,-1.21001923084259,0.265725812315941,705013,2895975,275149,0.256189124408959,1.05234555896166,0.0999842292156324,10.63031,3.2931,13.92341,6.64,6.64,7.18,,95.6730020245,53.6,30,68,6.64,7.18,95.6730020245,hec,63.86364746,,,"(2005,2010]"
CHN,2007,9430588,2.30589771270752,39.1980767250061,7.05459620804177,1.95367934880383,7.19803437906849,6.87711103438145,0.569499153920816,51.6851806640625,47.5272521972656,55.8431167602539,54.30908203125,47.2126197814941,61.4055519104004,49.0612869262695,47.8418922424316,50.2806816101074,4.81676531343752,62.1933689382041,35.4348016404715,26.7585672977326,1317885000,1258056795940.68,,950020767157.33,,Upper middle income,23.3532897341081,1057.31957775956,0.426908400220691,220841.543243503,-1.21001923084259,0.265725812315941,819627,3961705,482730,0.231365735513301,1.11831697981121,0.136265864233774,9.2081,3.3194,12.5275,6.69,6.7,7.28,,94.728748349,52,30,68,6.7,7.28,94.728748349,hec,66.11738586,,,"(2005,2010]"
CHN,2008,10034508,2.31785488128662,42.876273393631,7.46384552851286,2.01007076779403,7.20371446383388,5.6391418990192,0.568008476539639,46.7019577026367,44.7730865478516,48.6308250427246,51.6494445800781,43.7112236022949,59.5876693725586,41.7544631958008,45.8349456787109,37.6739807128906,5.9252552887092,57.6127176494071,32.6027153223964,25.0100023270108,1324655000,1497868782939.59,,1149036249785.66,,Upper middle income,22.568456812638,1023.31808944812,0.420908944837964,253950.974045731,-1.21001923084259,0.265725812315941,1101218,4487102,256031,0.24123325748732,0.98294636678466,0.0560862537188242,8.22235,4.0009,12.22325,6.55,6.55,7.29,,95.330792111,53.1,30,70.2,6.55,7.29,95.330792111,hec,53.42074585,,,"(2005,2010]"
CHN,2009,10950633,2.32987403869629,47.4644690752029,8.09917257615513,2.09176190536866,7.20939063642434,8.16911375746297,0.567617259045505,45.6247825622559,41.2370986938477,50.0124702453613,47.2029228210449,33.0757675170898,61.3300895690918,44.0466461181641,49.3984336853027,38.6948547363281,-0.728171334173071,45.1848760487149,24.7498590447203,20.4350170039946,1331260000,1262664161019.72,,1042533759652.94,,Upper middle income,21.8030775885206,858.050073140834,0.384850878630772,200071.200777329,-1.21001923084259,0.265725812315941,1560521,5604862,488051,0.307706701980654,1.10517807903687,0.0962348879690566,9.25809,4.80936,14.06745,6.56,6.57,7.3,,96.0431258215,53.2,30,71.4,6.57,7.3,96.0431258215,hec,61.19379044,,,"(2005,2010]"
CHN,2010,12696429,2.3419554233551,47.8801280260086,9.33729077267725,2.23401614299796,7.21505990880755,14.2254237629302,0.566927238320591,49.1159439086914,43.4143562316895,54.8175354003906,47.8818893432617,35.5674095153809,60.1963691711426,50.3500022888184,51.2613029479981,49.4387092590332,3.17532798075574,50.717072222825,27.1853298044799,23.531742418345,1337705000,1654815752520.77,1654815752520.77,1432415877173.64,1432415877173.64,Upper middle income,21.0118279256869,1033.04571581884,0.41705923672924,236677.179475164,-1.21001923084259,0.265725812315941,1886814,6780110,547655,0.314194132499752,1.12903061971285,0.0911960519871865,9.63532,5.19962,14.83494,6.68,6.67,7.26,,95.026092027,51,20,72.2,6.67,7.26,95.026092027,hec,63.25027084,,,"(2005,2010]"
CHN,2011,14028191,2.37319254875183,47.6786613464356,10.2584233011539,2.32809915358204,7.22072507321123,9.40830105840824,0.566516440368314,48.2755012512207,43.6072883605957,52.9437370300293,47.8043670654297,37.2859573364258,58.3227691650391,48.7466621398926,49.9286231994629,47.5647010803223,5.55389705904324,50.7409025614204,26.5681882847529,24.1727142766675,1344130000,2006296851396.73,,1825402621481.08,,Upper middle income,20.1998919344191,1160.43414677937,0.443354551760477,278666.389741942,-1.21001923084259,0.265725812315941,2331688,7895667,465940,0.31331335312721,1.06095579809385,0.0626092443569176,9.3997,5.60944,15.00914,6.59,6.59,7.13,,93.521818859,52,25,71.6,6.59,7.13,93.521818859,hec,61.33663177,,,"(2010,2015]"
CHN,2012,14639761,2.40484619140625,48.5586255788803,10.6455612379142,2.36514302010398,7.22635344214145,3.7043866521941,0.562836893022478,47.2577247619629,41.8741912841797,52.6412620544434,47.1514892578125,35.5157890319824,58.7871894836426,47.3639640808106,48.232593536377,46.4953384399414,2.61952616488542,48.2675181971109,25.4925200219095,22.7749981752015,1350695000,2175080625667.35,,1943215391727.26,,Upper middle income,19.4845506345907,1165.87059723998,0.43928470392394,276731.154877024,-1.21001923084259,0.265725812315941,2599900,8752381,640919,0.306904785148353,1.03317343372496,0.0756571821964297,9.72936,6.21389,15.94325,6.66,6.66,7.16,,,51.2,25,71.6,6.66,7.16,93.9583330958333,hec,62.87757874,,,"(2010,2015]"
CHN,2013,15445157,2.43692231178284,49.4028300046921,11.1695348632158,2.41318997060403,7.23186079979897,4.8046950500046,0.55073576575122,47.924015045166,41.7934646606445,54.0545692443848,47.1590194702149,34.2610206604004,60.0570220947266,48.6890144348145,49.3259162902832,48.0521087646484,2.62104902701091,46.7443779067571,24.599255662746,22.1451222440111,1357380000,2354248580554.57,,2119378054520.8,,Upper middle income,18.7901477957347,1193.76885300847,0.443809055426892,282149.538625674,-1.21001923084259,0.265725812315941,2991718,10184785,700075,0.31430290772302,1.06998973166381,0.0735482448961411,9.95903,6.87476,16.83379,6.74,6.74,7.22,,,51.9,25,72,6.74,7.22,94.3948473326667,hec,65.28777313,,,"(2010,2015]"
CHN,2014,16414645,2.46942591667175,49.3819355964661,11.8081596770715,2.46879079055391,7.23713841258686,5.56008199498783,0.527761278789285,48.9831466674805,41.5307273864746,56.4355583190918,48.3486175537109,33.6870384216309,63.0102005004883,49.6176719665527,49.3744239807129,49.8609237670899,1.92164341593894,45.0650467046719,23.5937400657372,21.4713066389347,1364270000,2462839435101.08,,2241288603086.24,,Upper middle income,18.1601848865986,1178.68271853903,0.44465999122609,274277.145500874,-1.21001923084259,0.265725812315941,3481742,11233731,812635,0.333797155937198,1.0769860197463,0.0779079127100815,10.35356,8.4203,18.77386,6.79,6.79,7.26,,94.8313615695,52.5,30,71.8,6.79,7.26,94.8313615695,hec,70.27714539,,,"(2010,2015]"
CIV,2005,36014.703125,1.47784245014191,6.5858967602253,1.9641201243584,0.675044371177163,2.90888290403703,-1.89290912384941,1.86368271205315,49.7419509887695,63.609733581543,35.8741760253906,43.4328575134277,67.7307739257813,19.1349315643311,56.0510597229004,59.4886894226074,52.6134262084961,3.8858303988648,93.9226377104127,49.8983605302186,44.0242771801941,18354514,8525099432.55336,,7521516467.06218,,Lower middle income,10.6029212235145,15.1254274318284,0.529984175982468,444870.524611386,-1.21001923084259,0.265725812315941,4233,23583,267,0.247326906222612,1.37791411042945,0.0156003505696757,26.40776,0.287,26.69476,6.43,5.9,6.03,89.1048965454102,92.393544021,56.6,50,61,5.9,6.03,92.393544021,lec,88.9369278,,,"(2000,2005]"
CIV,2006,37772.90625,1.4881843328476,4.38202656805515,2.02000262059271,0.703098808735394,2.92849327101766,2.80544375582301,1.96103669806282,50.3837966918945,64.7062530517578,36.0613288879395,43.484302520752,67.4057693481445,19.5628433227539,57.2832756042481,62.0067443847656,52.559814453125,2.46719148596915,95.0697299543571,52.3675889362035,42.7021410181536,18754916,9321895748.26527,,7601360209.34418,,Lower middle income,10.1012287363068,14.3759458019225,0.525356272212884,451204.9967754,-1.21001923084259,0.265725812315941,5081,27668,330,0.285177078071505,1.55289891676489,0.0185216366391648,30.17604,0.12239,30.29843,6.42,5.89,6.01,,92.665130845,56.2,50,63.6,5.89,6.01,92.665130845,lec,100.9696274,,,"(2005,2010]"
CIV,2007,40026.859375,1.49859869480133,5.85963875055313,2.09719073924727,0.740598705936546,2.94895200720763,3.74998972011529,2.04587361899673,50.6696281433106,64.5750961303711,36.7641639709473,43.6044540405273,66.1983642578125,21.0105438232422,57.7348098754883,62.9518394470215,52.5177803039551,1.89200629349597,89.4376314162758,47.2259826098979,42.2116488063779,19171237,9607481678.26355,,8587383895.56715,,Lower middle income,9.87587370407187,12.4981773858815,0.52050111087439,467876.295203533,-1.21001923084259,0.265725812315941,6140,32809,362,0.301379276493398,1.61041574633093,0.0177686153242036,31.77302,0.42049,32.19351,6.39,6.39,5.96,,93.394286565,54.9,40,63.6,6.39,5.96,93.394286565,lec,106.8731079,,,"(2005,2010]"
CIV,2008,42519.109375,1.50908589363098,8.2017108798027,2.18069239172966,0.779642437258505,2.97031116997047,3.90437313219588,2.13591627628427,46.0521125793457,61.1369400024414,30.9672813415527,43.6271553039551,64.912841796875,22.3414726257324,48.4770622253418,57.3610343933106,39.5930900573731,6.3085276915258,87.2748533375614,47.1160873300615,40.1587660075,19605569,11413826500.0437,11150233133.5994,9728422151.32335,8361998982.02316,Lower middle income,9.63723508556445,12.3460777881738,0.500000285433231,484491.765452863,-1.21001923084259,0.265725812315941,6243,31467,225,0.25650191051399,1.2928633058055,0.00924442253173918,26.97271,0.29468,27.26739,6.31,6.3,6.1,,93.39428684,53.9,40,59.8,6.3,6.1,93.39428684,lec,86.80628204,,,"(2005,2010]"
CIV,2009,46256.30859375,1.51964640617371,6.29726424813271,2.32019770393337,0.841652399260096,2.99254545742346,6.20099620015907,2.22342874529837,47.2252578735352,62.5178871154785,31.9326400756836,44.2865829467773,64.7846450805664,23.7885246276856,50.1639404296875,60.2511253356934,40.0767555236816,1.01950457731134,90.7792297291403,50.8544423605356,39.9247873686047,20059147,12346184122.6651,13168680283.1945,9692737802.85451,9589812524.80277,Lower middle income,9.39938487744576,16.8550137293925,0.497742033584202,462602.759555375,-1.21001923084259,0.265725812315941,6936,34029,527,0.284951316708434,1.3980115853909,0.0216507127891212,29.47085,0.30443,29.77528,6.41,6.41,6.3,,92.4779763385,55,40,70.4,6.41,6.3,92.4779763385,lec,95.7652359,,,"(2005,2010]"
CIV,2010,50036.5,1.53028094768524,10.5919517576694,2.45260959335643,0.897152597842839,3.01560014126491,5.55001985827429,2.30546838414538,48.6044082641602,63.6876792907715,33.5211448669434,44.0904312133789,67.1096420288086,21.0712203979492,53.1183853149414,60.2657165527344,45.9710655212402,1.2264561213548,93.9594342201443,50.6326430216728,43.3267911984716,20532950,12599682601.8571,12599682601.8571,10781657537.0954,10781657537.0954,Lower middle income,9.13559979798315,15.5739896841028,0.531749709250351,441498.928038146,-1.21001923084259,0.265725812315941,6826,35262,468,0.273795676065942,1.41438369900927,0.0187718101961414,28.04251,0.37632,28.41883,6.35,6.36,6.04,,92.81643268,54.1,35,64.3,6.36,6.04,92.81643268,lec,98.30114746,,,"(2005,2010]"
CIV,2011,49968.87109375,1.54781758785248,4.11709845066071,2.39139155398994,0.871875436670536,3.03952479675037,-2.52771611723027,2.39246554854651,47.976863861084,63.3108520507813,32.642879486084,42.3612594604492,65.3497848510742,19.3727416992188,53.5924682617188,61.2719192504883,45.9130210876465,4.91243395052462,91.1548311894458,53.819957201153,37.3348739882929,21028655,13660375263.2368,13000050476.8871,9476194623.85622,8478421166.25707,Lower middle income,8.84814579281735,12.5497135593475,0.471712470941839,459111.58199551,-1.21001923084259,0.265725812315941,6946,40424,405,0.273410745916158,1.59118283802401,0.0159417437512301,27.41758,0.40864,27.82622,6.36,6.36,6.05,,92.9894578575,55.4,35,72.2,6.36,6.05,92.9894578575,lec,112.5115051,,,"(2010,2015]"
CIV,2012,55899.76171875,1.56555509567261,14.522048830986,2.60986953152126,0.959300232162274,3.06425988535553,8.74247954917384,2.47350886051518,47.815113067627,62.3434028625488,33.2868118286133,43.6813011169434,66.4142913818359,20.9483089447021,51.948917388916,58.2725219726563,45.6253242492676,1.30451119915596,93.6744757762067,48.9288579039296,44.7456178722771,21547188,13108324709.893,12789439699.2159,11987610452.0211,11428465654.76,Lower middle income,8.59048726432843,13.6944598198379,0.542036333159148,409013.432066021,-1.21001923084259,0.265725812315941,7424,36184,568,0.273806889429815,1.33451353544294,0.0209485874456001,28.05765,0.45413,28.51178,6.37,6.37,6.07,,93.335315028,54.3,35,70.3,6.37,6.07,93.335315028,lec,108.1346359,,,"(2010,2015]"
